time,ambient_temperature,rh,GHI,ac_voltage
2024-04-14 12:40:00,33.3,27.01,887.03,267.45
2024-04-14 12:45:00,33.82,26.97,891.16,267.31
2024-04-14 12:50:00,33.97,25.37,893.69,267.12
2024-04-14 12:55:00,34.64,27.48,895.68,267.2
2024-04-14 13:00:00,35.33,26.2,895.42,267.14
2024-04-14 13:05:00,36.19,25.0,896.42,266.94
2024-04-14 13:10:00,35.55,24.38,898.23,266.88
2024-04-14 13:15:00,35.59,25.37,900.14,267.42
2024-04-14 13:20:00,35.67,26.02,899.32,268.15
2024-04-14 13:25:00,35.06,24.35,898.9,268.19
2024-04-14 13:30:00,35.28,23.95,901.59,267.99
2024-04-14 13:35:00,35.81,25.8,897.49,268.17
2024-04-14 13:40:00,36.52,24.06,897.82,268.3
2024-04-14 13:45:00,36.56,23.29,898.1,267.9
2024-04-14 13:50:00,35.09,22.88,891.68,268.04
2024-04-14 13:55:00,34.3,23.17,890.7,268.24
2024-04-14 14:00:00,34.97,23.44,888.92,270.44
2024-04-14 14:05:00,34.75,25.14,883.79,270.76
2024-04-14 14:10:00,33.84,24.18,874.13,270.62
2024-04-14 14:15:00,34.08,25.1,870.21,270.37
2024-04-14 14:20:00,35.58,25.44,864.86,270.32
2024-04-14 14:25:00,36.64,24.8,860.8,270.61
2024-04-14 14:30:00,37.55,25.16,854.37,270.66
2024-04-14 14:35:00,37.66,23.76,847.35,270.27
2024-04-14 14:40:00,36.8,22.96,840.03,270.1
2024-04-14 14:45:00,36.77,23.5,834.7,270.05
2024-04-14 14:50:00,36.15,25.16,827.17,270.01
2024-04-14 14:55:00,35.02,24.45,814.94,269.89
2024-04-14 15:00:00,35.67,26.03,807.42,269.89
2024-04-14 15:05:00,36.08,25.3,798.9,269.66
2024-04-14 15:10:00,36.27,25.17,789.32,269.66
2024-04-14 15:15:00,36.91,25.54,780.09,269.75
2024-04-14 15:20:00,37.52,26.19,766.89,269.58
2024-04-14 15:25:00,37.43,23.73,758.76,268.53
2024-04-14 15:30:00,37.45,24.92,747.86,268.01
2024-04-14 15:35:00,37.52,25.01,736.02,268.34
2024-04-14 15:40:00,37.12,24.87,724.29,269.26
2024-04-14 15:45:00,36.86,25.2,711.27,269.76
2024-04-14 15:50:00,36.07,25.28,697.67,269.15
2024-04-14 15:55:00,36.65,26.16,684.1,269.7
2024-04-14 16:00:00,36.63,24.98,674.75,269.32
2024-04-14 16:05:00,36.5,24.78,658.86,269.13
2024-04-14 16:10:00,36.78,26.4,644.04,269.5
2024-04-14 16:15:00,36.53,25.49,632.4,269.43
2024-04-14 16:20:00,36.82,24.81,620.1,269.56
2024-04-14 16:25:00,35.49,24.06,600.97,269.4
2024-04-14 16:30:00,33.87,24.34,587.26,269.0
2024-04-14 16:35:00,33.38,26.29,575.04,268.09
2024-04-14 16:40:00,33.58,26.61,556.39,267.81
2024-04-14 16:45:00,33.77,26.12,539.25,268.2
2024-04-14 16:50:00,33.74,26.25,523.52,267.25
2024-04-14 16:55:00,33.8,27.17,506.57,267.05
2024-04-14 17:00:00,33.61,26.88,494.15,266.68
2024-04-14 17:05:00,33.68,26.93,475.05,267.19
2024-04-14 17:10:00,33.64,26.95,457.39,267.61
2024-04-14 17:15:00,33.72,27.26,439.93,266.87
2024-04-14 17:20:00,33.28,26.71,422.31,266.16
2024-04-14 17:25:00,33.03,27.74,407.2,266.74
2024-04-14 17:30:00,33.09,28.22,391.32,266.72
2024-04-14 17:35:00,32.93,27.23,377.29,267.23
2024-04-14 17:40:00,32.4,26.64,361.62,267.07
2024-04-14 17:45:00,31.99,25.84,338.47,267.09
2024-04-14 17:50:00,31.61,26.5,318.71,267.07
2024-04-14 17:55:00,31.51,27.26,300.62,267.02
2024-04-14 18:00:00,31.49,28.04,280.84,266.83
2024-04-14 18:05:00,31.39,29.3,262.59,266.46
2024-04-14 18:10:00,31.36,29.62,246.2,266.34
2024-04-14 18:15:00,31.07,29.15,230.13,266.23
2024-04-14 18:20:00,31.07,29.69,211.35,266.27
2024-04-14 18:25:00,31.06,30.31,188.86,266.2
2024-04-14 18:30:00,30.83,30.18,174.68,266.28
2024-04-14 18:35:00,30.57,30.34,158.59,266.24
2024-04-14 18:40:00,30.42,31.29,141.02,266.33
2024-04-14 18:45:00,30.38,32.37,124.72,266.21
2024-04-14 18:50:00,30.4,32.58,109.51,266.06
2024-04-14 18:55:00,30.18,33.14,38.37,266.2
2024-04-14 19:00:00,30.03,33.85,38.91,266.39
2024-04-14 19:05:00,29.79,34.15,36.63,266.61
2024-04-14 19:10:00,29.49,35.11,24.12,266.44
2024-04-14 19:15:00,29.12,35.12,21.86,265.92
2024-04-14 19:20:00,28.83,36.1,19.86,266.36
2024-04-14 19:25:00,28.54,36.15,19.2,266.42
2024-04-14 19:30:00,28.18,37.31,18.07,266.58
2024-04-14 19:35:00,27.72,38.09,15.63,266.46
2024-04-14 19:40:00,27.29,38.61,12.01,266.43
2024-04-14 19:45:00,26.87,39.42,7.47,266.4
2024-04-14 19:50:00,26.4,40.22,3.7,266.61
2024-04-14 19:55:00,25.91,41.04,1.71,266.86
2024-04-14 20:00:00,25.46,41.77,0.61,267.0
2024-04-15 06:50:00,14.72,84.85,2.0,194.58
2024-04-15 06:55:00,14.53,85.43,4.22,263.83
2024-04-15 07:00:00,14.52,86.53,7.32,264.38
2024-04-15 07:05:00,14.68,87.02,10.68,263.44
2024-04-15 07:10:00,14.64,88.15,14.34,262.74
2024-04-15 07:15:00,14.86,87.98,18.41,262.94
2024-04-15 07:20:00,15.07,87.41,38.55,262.75
2024-04-15 07:25:00,15.44,85.71,49.32,263.68
2024-04-15 07:30:00,15.9,82.46,62.37,263.92
2024-04-15 07:35:00,16.3,79.86,68.92,263.81
2024-04-15 07:40:00,16.55,79.46,77.1,264.12
2024-04-15 07:45:00,16.79,79.44,85.96,263.97
2024-04-15 07:50:00,17.1,79.22,97.9,263.55
2024-04-15 07:55:00,17.46,79.1,111.46,263.22
2024-04-15 08:00:00,17.83,78.1,125.95,262.11
2024-04-15 08:05:00,18.18,77.16,143.71,262.57
2024-04-15 08:10:00,18.44,76.76,155.99,262.9
2024-04-15 08:15:00,18.77,75.55,172.51,262.37
2024-04-15 08:20:00,19.13,74.7,187.82,262.88
2024-04-15 08:25:00,19.44,72.88,204.81,262.74
2024-04-15 08:30:00,19.84,71.67,221.71,263.48
2024-04-15 08:35:00,20.22,69.84,238.82,263.6
2024-04-15 08:40:00,20.56,69.0,256.1,263.52
2024-04-15 08:45:00,21.02,67.54,274.2,264.38
2024-04-15 08:50:00,21.29,65.31,291.92,264.54
2024-04-15 08:55:00,21.69,64.73,311.03,264.04
2024-04-15 09:00:00,21.93,63.1,328.34,263.6
2024-04-15 09:05:00,22.22,61.83,346.44,263.42
2024-04-15 09:10:00,22.65,61.34,363.76,263.66
2024-04-15 09:15:00,23.18,60.24,381.67,263.44
2024-04-15 09:20:00,23.5,57.92,403.07,263.97
2024-04-15 09:25:00,23.85,57.17,416.23,264.44
2024-04-15 09:30:00,24.24,55.55,433.43,264.28
2024-04-15 09:35:00,24.36,55.1,450.77,264.43
2024-04-15 09:40:00,24.54,54.5,467.53,264.42
2024-04-15 09:45:00,25.19,54.32,484.24,264.27
2024-04-15 09:50:00,25.85,53.85,500.89,264.61
2024-04-15 09:55:00,25.66,50.94,516.98,264.95
2024-04-15 10:00:00,25.69,50.93,532.87,265.59
2024-04-15 10:05:00,26.42,50.7,548.0,265.66
2024-04-15 10:10:00,26.56,49.31,564.75,265.04
2024-04-15 10:15:00,26.79,48.49,583.14,265.87
2024-04-15 10:20:00,26.7,47.98,594.91,265.74
2024-04-15 10:25:00,27.12,48.12,608.32,265.99
2024-04-15 10:30:00,27.69,47.43,624.44,266.77
2024-04-15 10:35:00,27.98,45.61,641.79,266.36
2024-04-15 10:40:00,28.18,45.12,653.83,265.76
2024-04-15 10:45:00,28.56,45.2,666.8,265.19
2024-04-15 10:50:00,28.71,43.88,679.3,266.53
2024-04-15 10:55:00,29.3,42.91,691.43,267.3
2024-04-15 11:00:00,29.65,41.86,704.02,267.12
2024-04-15 11:05:00,29.9,41.13,716.6,267.15
2024-04-15 11:10:00,29.78,39.82,731.38,267.89
2024-04-15 11:15:00,29.33,39.42,741.56,268.12
2024-04-15 11:20:00,29.57,40.29,753.87,269.06
2024-04-15 11:25:00,30.09,39.32,762.14,269.06
2024-04-15 11:30:00,30.16,38.12,777.44,267.82
2024-04-15 11:35:00,30.36,38.29,785.99,267.8
2024-04-15 11:40:00,30.53,37.91,795.27,268.59
2024-04-15 11:45:00,30.89,37.06,805.02,268.34
2024-04-15 11:50:00,30.98,36.9,815.18,268.12
2024-04-15 11:55:00,32.02,35.93,821.72,267.91
2024-04-15 12:00:00,31.83,34.9,829.93,268.83
2024-04-15 12:05:00,30.86,35.05,836.12,268.95
2024-04-15 12:10:00,30.78,35.66,846.98,268.15
2024-04-15 12:15:00,31.87,35.58,851.82,268.35
2024-04-15 12:20:00,31.66,34.05,858.25,267.99
2024-04-15 12:25:00,31.37,34.53,860.74,268.02
2024-04-15 12:30:00,31.26,34.54,870.6,268.01
2024-04-15 12:35:00,31.62,34.86,876.97,268.43
2024-04-15 12:40:00,32.08,34.54,881.11,268.16
2024-04-15 12:45:00,33.24,33.98,885.92,268.61
2024-04-15 12:50:00,33.63,32.98,892.25,268.41
2024-04-15 12:55:00,34.07,31.33,891.2,267.39
2024-04-15 13:00:00,34.79,31.65,895.79,267.7
2024-04-15 13:05:00,33.82,29.67,897.28,267.2
2024-04-15 13:10:00,34.1,29.75,900.66,267.56
2024-04-15 13:15:00,34.29,29.37,896.78,269.23
2024-04-15 13:20:00,34.59,29.52,895.51,270.11
2024-04-15 13:25:00,34.63,29.85,898.39,270.19
2024-04-15 13:30:00,34.53,28.58,897.95,269.87
2024-04-15 13:35:00,33.99,28.5,899.05,269.98
2024-04-15 13:40:00,34.2,29.45,897.6,269.21
2024-04-15 13:45:00,34.95,30.55,898.42,268.57
2024-04-15 13:50:00,35.39,27.55,894.95,269.0
2024-04-15 13:55:00,35.38,26.21,888.66,268.47
2024-04-15 14:00:00,34.52,27.61,884.22,268.67
2024-04-15 14:05:00,33.47,28.78,877.0,268.86
2024-04-15 14:10:00,33.95,30.11,877.3,269.4
2024-04-15 14:15:00,34.65,29.93,879.74,269.76
2024-04-15 14:20:00,34.91,27.96,868.71,269.78
2024-04-15 14:25:00,34.78,26.86,862.33,268.78
2024-04-15 14:30:00,33.96,28.42,856.62,268.29
2024-04-15 14:35:00,33.53,28.95,852.42,269.1
2024-04-15 14:40:00,33.84,29.1,844.71,268.52
2024-04-15 14:45:00,33.67,28.45,839.16,268.53
2024-04-15 14:50:00,34.46,27.85,832.14,268.54
2024-04-15 14:55:00,35.09,28.12,822.67,268.53
2024-04-15 15:00:00,34.99,26.82,816.17,268.61
2024-04-15 15:05:00,35.09,26.5,806.33,268.36
2024-04-15 15:10:00,34.97,26.72,796.03,267.22
2024-04-15 15:15:00,34.9,26.21,789.92,267.21
2024-04-15 15:20:00,34.0,25.9,777.69,267.96
2024-04-15 15:25:00,33.82,26.76,772.9,267.87
2024-04-15 15:30:00,33.69,27.16,760.9,267.29
2024-04-15 15:35:00,33.59,25.24,752.91,266.84
2024-04-15 15:40:00,33.35,25.21,738.71,266.92
2024-04-15 15:45:00,34.06,25.71,724.11,266.97
2024-04-15 15:50:00,33.79,26.33,707.86,267.06
2024-04-15 15:55:00,34.04,26.78,691.67,267.62
2024-04-15 16:00:00,34.37,26.59,676.99,267.16
2024-04-15 16:05:00,34.97,27.32,664.79,267.29
2024-04-15 16:10:00,34.88,27.29,648.62,268.89
2024-04-15 16:15:00,35.32,27.83,635.55,267.4
2024-04-15 16:20:00,35.56,26.97,623.35,267.3
2024-04-15 16:25:00,35.49,26.34,610.13,267.69
2024-04-15 16:30:00,35.4,26.33,596.39,267.74
2024-04-15 16:35:00,34.65,25.39,578.49,268.6
2024-04-15 16:40:00,33.73,25.29,561.85,268.33
2024-04-15 16:45:00,34.18,26.88,546.92,267.3
2024-04-15 16:50:00,34.15,26.62,528.81,267.78
2024-04-15 16:55:00,34.33,27.49,513.87,268.08
2024-04-15 17:00:00,33.99,27.61,495.39,268.38
2024-04-15 17:05:00,34.16,27.37,479.02,268.67
2024-04-15 17:10:00,34.53,27.83,462.56,268.69
2024-04-15 17:15:00,34.44,27.17,441.46,267.77
2024-04-15 17:20:00,34.44,27.68,424.34,267.53
2024-04-15 17:25:00,34.46,27.76,406.34,266.31
2024-04-15 17:30:00,33.91,27.57,388.85,266.06
2024-04-15 17:35:00,33.68,28.23,370.74,266.43
2024-04-15 17:40:00,33.62,28.44,355.04,265.95
2024-04-15 17:45:00,33.38,28.28,337.09,266.63
2024-04-15 17:50:00,33.27,28.46,316.1,266.7
2024-04-15 17:55:00,33.22,28.22,296.07,266.84
2024-04-15 18:00:00,32.89,28.41,278.46,266.77
2024-04-15 18:05:00,32.9,29.14,261.63,266.69
2024-04-15 18:10:00,32.61,27.96,244.98,265.79
2024-04-15 18:15:00,32.29,27.52,226.3,265.6
2024-04-15 18:20:00,32.18,27.71,207.86,266.43
2024-04-15 18:25:00,31.88,28.43,193.61,266.58
2024-04-15 18:30:00,31.83,28.65,177.3,266.53
2024-04-15 18:35:00,31.54,28.18,160.44,266.45
2024-04-15 18:40:00,31.37,27.97,144.28,265.67
2024-04-15 18:45:00,31.28,28.48,128.26,265.97
2024-04-15 18:50:00,31.24,28.72,109.29,265.7
2024-04-15 18:55:00,31.03,29.9,38.31,264.92
2024-04-15 19:00:00,30.91,29.66,41.67,265.95
2024-04-15 19:05:00,30.62,30.41,36.02,266.1
2024-04-15 19:10:00,30.54,31.12,29.86,265.94
2024-04-15 19:15:00,30.41,32.25,26.95,265.89
2024-04-15 19:20:00,30.04,33.77,23.75,265.77
2024-04-15 19:25:00,29.85,34.5,20.43,266.26
2024-04-15 19:30:00,29.45,35.03,16.18,266.29
2024-04-15 19:35:00,28.94,35.72,9.83,266.35
2024-04-15 19:40:00,28.6,35.93,5.96,266.23
2024-04-15 19:45:00,28.2,36.72,4.72,265.25
2024-04-15 19:50:00,27.8,37.43,3.59,265.61
2024-04-15 19:55:00,27.4,38.16,1.62,265.94
2024-04-15 20:00:00,26.89,39.51,0.3,265.9
2024-04-16 06:45:00,13.41,89.52,0.97,200.1
2024-04-16 06:50:00,13.4,88.81,6.84,263.72
2024-04-16 06:55:00,13.47,88.89,6.26,263.52
2024-04-16 07:00:00,13.56,88.78,10.36,263.6
2024-04-16 07:05:00,13.71,88.23,16.96,263.26
2024-04-16 07:10:00,13.85,87.85,24.3,262.67
2024-04-16 07:15:00,13.95,87.61,30.53,262.9
2024-04-16 07:20:00,14.13,86.98,31.84,263.09
2024-04-16 07:25:00,14.34,86.22,36.13,262.96
2024-04-16 07:30:00,14.53,86.14,45.22,262.79
2024-04-16 07:35:00,14.63,85.68,63.18,262.05
2024-04-16 07:40:00,14.76,85.48,89.54,262.46
2024-04-16 07:45:00,15.09,86.52,110.35,263.03
2024-04-16 07:50:00,15.54,87.16,133.75,262.57
2024-04-16 07:55:00,16.09,87.6,135.24,262.64
2024-04-16 08:00:00,16.62,87.31,105.46,262.69
2024-04-16 08:05:00,17.1,85.35,158.82,263.41
2024-04-16 08:10:00,17.72,84.94,79.4,263.37
2024-04-16 08:15:00,18.16,82.34,118.09,262.22
2024-04-16 08:20:00,18.45,79.89,162.28,262.2
2024-04-16 08:25:00,18.79,79.88,97.33,262.93
2024-04-16 08:30:00,19.17,80.0,149.53,263.16
2024-04-16 08:35:00,19.5,77.64,218.65,262.51
2024-04-16 08:40:00,19.93,72.36,186.24,263.17
2024-04-16 08:45:00,20.41,70.56,245.95,263.32
2024-04-16 08:50:00,21.0,70.51,83.13,262.61
2024-04-16 08:55:00,21.37,67.35,87.47,262.4
2024-04-16 09:00:00,21.64,68.1,361.33,263.29
2024-04-16 09:05:00,22.02,69.53,362.95,265.07
2024-04-16 09:10:00,22.51,61.63,360.0,264.91
2024-04-16 09:15:00,22.71,58.58,365.16,264.25
2024-04-16 09:20:00,23.21,58.2,399.1,263.78
2024-04-16 09:25:00,23.76,58.08,410.66,263.9
2024-04-16 09:30:00,24.41,55.57,438.88,264.81
2024-04-16 09:35:00,24.54,53.84,427.54,267.82
2024-04-16 09:40:00,24.94,53.09,453.49,267.25
2024-04-16 09:45:00,24.87,52.07,453.65,267.13
2024-04-16 09:50:00,25.43,52.13,479.22,267.66
2024-04-16 09:55:00,24.95,50.52,498.6,267.26
2024-04-16 10:00:00,25.1,51.77,495.57,266.95
2024-04-16 10:05:00,26.16,51.8,504.29,266.13
2024-04-16 10:10:00,26.76,49.93,561.21,266.36
2024-04-16 10:15:00,27.12,48.27,555.14,267.53
2024-04-16 10:20:00,27.37,47.27,533.92,268.1
2024-04-16 10:25:00,27.87,47.56,496.47,268.75
2024-04-16 10:30:00,28.4,46.59,437.34,267.97
2024-04-16 10:35:00,28.14,45.6,399.67,266.94
2024-04-16 10:40:00,27.71,45.34,365.6,267.02
2024-04-16 10:45:00,28.2,46.06,468.36,266.63
2024-04-16 10:50:00,28.64,45.91,537.24,267.19
2024-04-16 10:55:00,29.25,45.02,444.41,267.24
2024-04-16 11:00:00,30.06,44.67,574.31,267.59
2024-04-16 11:05:00,31.05,44.14,608.58,268.83
2024-04-16 11:10:00,30.67,41.69,584.12,268.74
2024-04-16 11:15:00,31.1,41.06,507.04,267.98
2024-04-16 11:20:00,31.39,40.98,538.86,267.02
2024-04-16 11:25:00,32.13,40.83,425.08,267.88
2024-04-16 11:30:00,32.26,39.74,472.09,266.95
2024-04-16 11:35:00,32.37,39.25,473.65,267.19
2024-04-16 11:40:00,32.86,39.4,544.07,267.37
2024-04-16 11:45:00,33.68,39.05,534.74,268.32
2024-04-16 11:50:00,33.88,38.35,497.63,268.93
2024-04-16 11:55:00,33.08,37.42,499.89,268.17
2024-04-16 12:00:00,32.29,37.7,483.74,266.96
2024-04-16 12:05:00,31.45,37.7,422.16,266.82
2024-04-16 12:10:00,31.04,39.37,408.21,267.26
2024-04-16 12:15:00,31.5,40.2,655.61,266.78
2024-04-16 12:20:00,31.46,40.08,604.97,268.52
2024-04-16 12:25:00,31.72,39.78,833.6,267.8
2024-04-16 12:30:00,32.84,40.09,802.54,268.87
2024-04-16 12:35:00,33.76,37.72,859.57,268.63
2024-04-16 12:40:00,33.73,36.15,841.58,267.96
2024-04-16 12:45:00,34.0,36.16,918.56,267.27
2024-04-16 12:50:00,34.25,35.56,900.8,267.99
2024-04-16 12:55:00,35.4,35.5,891.68,268.68
2024-04-16 13:00:00,36.1,33.65,904.61,269.25
2024-04-16 13:05:00,35.45,31.78,919.38,269.42
2024-04-16 13:10:00,34.45,32.25,942.56,270.23
2024-04-16 13:15:00,34.43,34.17,817.63,269.95
2024-04-16 13:20:00,35.48,34.39,963.18,269.23
2024-04-16 13:25:00,36.52,33.9,944.13,268.84
2024-04-16 13:30:00,35.36,31.87,947.02,269.29
2024-04-16 13:35:00,35.01,32.78,906.6,268.73
2024-04-16 13:40:00,35.48,33.65,900.12,268.37
2024-04-16 13:45:00,36.13,32.34,923.9,267.98
2024-04-16 13:50:00,36.28,31.43,281.31,267.17
2024-04-16 13:55:00,35.78,31.44,918.34,267.5
2024-04-16 14:00:00,36.23,32.98,793.9,269.49
2024-04-16 14:05:00,36.02,31.73,404.88,266.01
2024-04-16 14:10:00,35.33,32.11,810.51,265.64
2024-04-16 14:15:00,35.41,32.62,789.01,268.62
2024-04-16 14:20:00,35.51,32.01,318.92,264.71
2024-04-16 14:25:00,34.01,31.96,395.09,264.36
2024-04-16 14:30:00,32.82,33.98,689.79,265.5
2024-04-16 14:35:00,32.99,35.26,329.18,265.21
2024-04-16 14:40:00,33.12,35.01,297.06,265.13
2024-04-16 14:45:00,32.28,35.07,340.42,265.51
2024-04-16 14:50:00,31.8,35.99,346.62,264.94
2024-04-16 14:55:00,31.9,36.81,363.58,264.6
2024-04-16 15:00:00,31.64,36.76,347.68,265.31
2024-04-16 15:05:00,31.34,36.63,345.29,264.75
2024-04-16 15:10:00,31.13,37.05,361.68,264.78
2024-04-16 15:15:00,31.26,37.32,384.39,264.83
2024-04-16 15:20:00,31.69,37.75,357.01,265.75
2024-04-16 15:25:00,31.66,37.28,340.85,265.73
2024-04-16 15:30:00,31.24,37.27,324.06,266.25
2024-04-16 15:35:00,30.92,38.2,348.59,266.71
2024-04-16 15:40:00,30.85,37.92,357.46,266.61
2024-04-16 15:45:00,31.49,38.64,296.58,266.31
2024-04-16 15:50:00,32.08,38.24,277.48,266.19
2024-04-16 15:55:00,31.83,36.81,264.75,265.16
2024-04-16 16:00:00,31.2,36.6,233.32,265.47
2024-04-16 16:05:00,31.09,37.25,222.4,265.32
2024-04-16 16:10:00,30.66,37.69,232.98,265.76
2024-04-16 16:15:00,30.47,37.96,283.28,266.04
2024-04-16 16:20:00,30.35,38.49,293.28,266.29
2024-04-16 16:25:00,30.4,39.19,258.38,267.2
2024-04-16 16:30:00,30.73,39.3,247.93,267.46
2024-04-16 16:35:00,30.75,38.63,216.92,267.04
2024-04-16 16:40:00,30.68,38.83,213.53,266.35
2024-04-16 16:45:00,30.41,38.41,264.38,265.97
2024-04-16 16:50:00,30.22,39.24,254.92,267.1
2024-04-16 16:55:00,29.99,39.8,281.76,266.87
2024-04-16 17:00:00,30.24,40.8,387.58,267.1
2024-04-16 17:05:00,30.43,39.67,352.06,267.55
2024-04-16 17:10:00,30.35,39.69,235.98,267.28
2024-04-16 17:15:00,31.12,41.21,283.67,267.7
2024-04-16 17:20:00,31.78,39.21,284.3,267.67
2024-04-16 17:25:00,32.11,38.23,226.31,266.07
2024-04-16 17:30:00,32.4,39.09,212.19,266.32
2024-04-16 17:35:00,32.52,38.24,246.34,266.37
2024-04-16 17:40:00,32.74,38.62,417.52,266.28
2024-04-16 17:45:00,32.83,38.21,449.86,266.6
2024-04-16 17:50:00,33.47,38.49,391.54,266.91
2024-04-16 17:55:00,34.02,37.95,344.74,267.2
2024-04-16 18:00:00,33.67,36.8,235.7,267.23
2024-04-16 18:05:00,32.94,36.12,163.07,265.61
2024-04-16 18:10:00,32.9,37.31,227.65,265.79
2024-04-16 18:15:00,32.63,37.3,176.73,266.5
2024-04-16 18:20:00,32.77,38.52,156.1,266.02
2024-04-16 18:25:00,32.43,38.73,93.75,265.59
2024-04-16 18:30:00,32.04,39.56,91.61,265.68
2024-04-16 18:35:00,31.73,39.79,109.88,266.81
2024-04-16 18:40:00,31.46,40.95,83.16,267.22
2024-04-16 18:45:00,31.03,42.45,68.82,265.54
2024-04-16 18:50:00,30.34,43.99,57.5,264.73
2024-04-16 18:55:00,29.71,44.37,53.92,265.17
2024-04-16 19:00:00,29.27,45.05,56.42,265.9
2024-04-16 19:05:00,28.7,46.76,63.96,266.44
2024-04-16 19:10:00,28.37,47.76,66.35,266.48
2024-04-16 19:15:00,28.26,49.55,56.8,266.13
2024-04-16 19:20:00,28.08,51.64,47.47,266.01
2024-04-16 19:25:00,27.91,53.26,38.06,265.78
2024-04-16 19:30:00,27.56,53.72,30.06,265.24
2024-04-16 19:35:00,27.06,52.61,24.37,265.18
2024-04-16 19:40:00,26.38,52.85,18.75,265.67
2024-04-16 19:45:00,25.6,55.75,13.79,266.13
2024-04-16 19:50:00,25.16,58.63,7.19,265.62
2024-04-16 19:55:00,24.71,59.52,2.48,265.15
2024-04-16 20:00:00,24.19,60.26,0.58,265.41
2024-04-17 06:55:00,15.38,100.0,1.7,172.78
2024-04-17 07:00:00,15.41,100.0,3.32,262.01
2024-04-17 07:05:00,15.43,100.0,5.03,262.79
2024-04-17 07:10:00,15.49,100.0,6.26,263.03
2024-04-17 07:15:00,15.52,100.0,7.84,262.92
2024-04-17 07:20:00,15.6,100.0,9.32,262.82
2024-04-17 07:25:00,15.72,100.0,11.06,262.72
2024-04-17 07:30:00,15.84,99.98,10.98,261.85
2024-04-17 07:35:00,16.07,99.61,13.6,261.75
2024-04-17 07:40:00,16.47,98.71,19.32,261.89
2024-04-17 07:45:00,16.57,97.89,25.52,261.75
2024-04-17 07:50:00,16.61,97.61,27.87,262.42
2024-04-17 07:55:00,16.72,97.14,31.12,262.38
2024-04-17 08:00:00,16.8,97.11,38.71,262.2
2024-04-17 08:05:00,16.89,97.27,46.82,261.6
2024-04-17 08:10:00,17.02,97.37,43.1,261.76
2024-04-17 08:15:00,17.17,97.58,38.77,262.02
2024-04-17 08:20:00,17.23,97.33,38.67,262.43
2024-04-17 08:25:00,17.32,96.93,31.89,262.51
2024-04-17 08:30:00,17.36,96.5,34.2,263.74
2024-04-17 08:35:00,17.4,95.95,39.42,264.5
2024-04-17 08:40:00,17.43,95.41,54.68,264.99
2024-04-17 08:45:00,17.58,94.99,59.54,265.1
2024-04-17 08:50:00,17.87,93.04,53.38,264.88
2024-04-17 08:55:00,18.02,92.51,56.36,264.72
2024-04-17 09:00:00,18.24,90.94,69.7,264.82
2024-04-17 09:05:00,18.54,89.84,103.27,264.87
2024-04-17 09:10:00,18.92,87.84,121.0,264.97
2024-04-17 09:15:00,19.33,87.0,146.8,265.1
2024-04-17 09:20:00,19.91,89.12,168.79,265.05
2024-04-17 09:25:00,20.54,87.59,199.38,265.0
2024-04-17 09:30:00,21.27,86.35,257.74,265.07
2024-04-17 09:35:00,21.98,80.82,221.13,265.37
2024-04-17 09:40:00,22.71,78.99,233.11,265.29
2024-04-17 09:45:00,23.15,72.51,291.8,265.53
2024-04-17 09:50:00,23.62,68.74,185.46,266.17
2024-04-17 09:55:00,24.05,63.49,260.87,264.94
2024-04-17 10:00:00,24.44,60.25,223.47,263.8
2024-04-17 10:05:00,24.56,57.9,231.85,264.32
2024-04-17 10:10:00,24.68,56.54,311.05,264.18
2024-04-17 10:15:00,24.95,57.05,307.07,264.3
2024-04-17 10:20:00,25.75,58.26,270.05,264.16
2024-04-17 10:25:00,26.27,55.55,312.77,264.38
2024-04-17 10:30:00,26.3,53.24,343.28,264.88
2024-04-17 10:35:00,26.21,52.16,443.59,265.72
2024-04-17 10:40:00,26.53,51.76,389.52,265.67
2024-04-17 10:45:00,26.26,49.25,404.95,265.27
2024-04-17 10:50:00,26.65,49.77,436.04,264.99
2024-04-17 10:55:00,27.37,50.56,463.7,264.26
2024-04-17 11:00:00,28.26,49.09,506.44,264.67
2024-04-17 11:05:00,29.2,48.49,520.84,265.07
2024-04-17 11:10:00,30.01,45.83,605.76,265.85
2024-04-17 11:15:00,30.66,44.18,625.98,266.12
2024-04-17 11:20:00,30.93,42.72,556.71,266.05
2024-04-17 11:25:00,31.17,43.14,596.57,266.57
2024-04-17 11:30:00,31.68,42.27,473.03,266.48
2024-04-17 11:35:00,31.12,41.59,395.66,264.55
2024-04-17 11:40:00,30.62,41.39,510.57,264.48
2024-04-17 11:45:00,30.7,43.12,423.41,265.36
2024-04-17 11:50:00,30.95,43.47,454.21,264.05
2024-04-17 11:55:00,30.8,42.67,451.68,264.55
2024-04-17 12:00:00,30.76,42.74,544.87,264.77
2024-04-17 12:05:00,30.65,42.81,615.34,265.38
2024-04-17 12:10:00,30.78,42.84,594.52,266.75
2024-04-17 12:15:00,30.78,41.64,581.11,266.53
2024-04-17 12:20:00,31.08,41.54,522.46,265.84
2024-04-17 12:25:00,31.76,40.43,502.2,266.69
2024-04-17 12:30:00,31.6,39.97,434.46,267.39
2024-04-17 12:35:00,30.75,39.64,415.13,265.95
2024-04-17 12:40:00,31.09,40.75,461.96,265.89
2024-04-17 12:45:00,31.54,41.01,460.8,266.4
2024-04-17 12:50:00,31.73,40.56,441.53,266.09
2024-04-17 12:55:00,31.96,40.74,478.24,266.22
